      8 Project,Type,FileName,FileExt,Parent Directory,Relative Path,Voc URI,Age
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1B-9L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1B-9L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1B-8L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1B-8L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1B-7L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1B-7L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1B-6L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1B-6L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1B-5L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1B-5L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1B-4L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1B-4L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1B-3L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1B-3L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1B-2L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1B-2L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1B-1L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1B-1L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1B-12L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1B-12L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1B-11L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1B-11L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1B-10L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1B-10L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-9L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-9L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-8L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-8L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-7L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-7L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-6L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-6L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-6L-1_A.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-6L-1_A.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-5L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-5L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-5L-1_A.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-5L-1_A.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-4L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-4L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-4L-1_A.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-4L-1_A.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-3L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-3L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-3L-1_A.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-3L-1_A.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-2L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-2L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-2L-1_A.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-2L-1_A.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-1L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-1L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-1L-1_A.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-1L-1_A.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-14L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-14L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-13L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-13L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-12L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-12L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-11L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-11L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),Images,WILL08-KIRC08-1A-10L-1_W.BMP,.BMP,WILL08 (Kirchner-JWilliams)/Images/,WILL08 (Kirchner-JWilliams)/Images/WILL08-KIRC08-1A-10L-1_W.BMP,http://opencoredata.org/voc/csdco/v1/Image,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1B-9L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-9L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1B-8L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-8L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1B-7L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-7L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1B-6L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-6L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1B-5L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-5L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1B-4L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-4L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1B-3L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-3L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1B-2L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-2L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1B-1L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-1L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1B-12L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-12L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1B-11L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-11L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1B-10L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-10L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-9L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-9L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-8L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-8L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-7L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-7L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-6L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-6L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-5L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-5L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-4L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-4L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-3L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-3L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-2L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-2L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-1L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-1L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-14L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-14L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-13L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-13L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-12L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-12L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-11L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-11L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),ICD,WILL08-KIRC08-1A-10L-1.pdf,.pdf,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-10L-1.pdf,http://opencoredata.org/voc/csdco/v1/ICDFiles,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-metadata.xls,.xls,WILL08 (Kirchner-JWilliams)/,WILL08 (Kirchner-JWilliams)/WILL08-metadata.xls,,9.42
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08 Kirschner labels.xls,.xls,WILL08 (Kirchner-JWilliams)/,WILL08 (Kirchner-JWilliams)/WILL08 Kirschner labels.xls,,10.71
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1B-9L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-9L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1B-8L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-8L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1B-7L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-7L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1B-6L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-6L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1B-5L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-5L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1B-4L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-4L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1B-3L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-3L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1B-2L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-2L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1B-1L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-1L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1B-12L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-12L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1B-11L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-11L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1B-10L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1B-10L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-9L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-9L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-8L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-8L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-7L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-7L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-6L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-6L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-6L-1_A.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-6L-1_A.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-5L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-5L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-5L-1_A.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-5L-1_A.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-4L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-4L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-4L-1_A.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-4L-1_A.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-3L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-3L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-3L-1_A.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-3L-1_A.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-2L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-2L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-2L-1_A.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-2L-1_A.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-1L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-1L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-1L-1_A.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-1L-1_A.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-14L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-14L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-13L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-13L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-12L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-12L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-11L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-11L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08-KIRC08-1A-10L-1_W.jpg,.jpg,WILL08 (Kirchner-JWilliams)/ICD/,WILL08 (Kirchner-JWilliams)/ICD/WILL08-KIRC08-1A-10L-1_W.jpg,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08_hrms_20080820.xml,.xml,WILL08 (Kirchner-JWilliams)/Geotek Data/high-resolution MS data/WILL08_hrms_20080820/,WILL08 (Kirchner-JWilliams)/Geotek Data/high-resolution MS data/WILL08_hrms_20080820/WILL08_hrms_20080820.xml,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08_hrms_20080820.xls,.xls,WILL08 (Kirchner-JWilliams)/Geotek Data/high-resolution MS data/WILL08_hrms_20080820/,WILL08 (Kirchner-JWilliams)/Geotek Data/high-resolution MS data/WILL08_hrms_20080820/WILL08_hrms_20080820.xls,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,WILL08_hrms_20080820.csv,.csv,WILL08 (Kirchner-JWilliams)/Geotek Data/high-resolution MS data/WILL08_hrms_20080820/,WILL08 (Kirchner-JWilliams)/Geotek Data/high-resolution MS data/WILL08_hrms_20080820/WILL08_hrms_20080820.csv,,10.70
      1 WILL08 (Kirchner-JWilliams),Exclude,KIRC08 Metadata.xls,.xls,WILL08 (Kirchner-JWilliams)/,WILL08 (Kirchner-JWilliams)/KIRC08 Metadata.xls,,9.42
      1 TouchMeNot,Exclude,doNotIndex.txt,.txt,TouchMeNot/,TouchMeNot/doNotIndex.txt,,2.06
